filename	cell_ID	cell_area	img1_cell_intensity_mean	img1_cell_intensity_std	img1_spot_count	img2_cell_intensity_mean	img2_cell_intensity_std	img2_spot_count	img1_2_coloc_org	img1_2_coloc_scr	scrambles	img0_sigma	img0_min_size	img0_min_distance	img0_dilation	img0_thresh_bg	img0_min_size_bg	img1_sigma	img1_block_size	img1_min_distance	img1_thresh	img2_sigma	img2_block_size	img2_min_distance	img2_thresh
/Users/beichenberger/Downloads/20190705_FISH/ATF4_As_9_w3conf561.stk	2	158	532.3544303797469	206.42709737581606	3	532.3544303797469	206.42709737581606	3	0.9798727491210161	[0.00041481926696719897, -0.0004811383788242856, 0.0003927474628979811, -0.0003846833718766891, 0.0012995468080428322, 0.0012366925326083827, 0.0015565767156958796, 0.0004254630959777573, -0.00045355554644901285, -0.0004388590430723704, -0.0007917468623660566, -0.0019764885714043715, -0.0002066527859799731, -0.00019246938845984745, 0.00037547662785087754, 0.00045908253256501523, -0.0007433152993705111, 0.0005737805799558317, -0.00046264447032825536, 0.0010706207240940063, 0.002024365770832514, 0.00021600871910502242, -7.200009217311276e-05, 6.724772314909291e-05, 6.070268934910734e-05, -0.0005918978161245007, -0.0004975419035967515, 0.0005635938332709997, -0.0007984645513354231, 0.0025311193291754856, 0.0006293277732033367, -0.00045097708865928925, -0.0009827882026808336, 0.0009482888058684873, 0.0007451653630503764, -0.00037077945016976633, 0.0011100808200727554, -0.0005259651806255003, 0.0009992598577493593, -9.812071956374274e-05, -0.0004948990783460994, -0.0014045116116224916, -0.0011268833829442683, -0.0002039569630193425, 0.0009161206629726292, 0.000314580700322713, -0.00038667381182191593, 0.0002620479581365488, 0.00025919084975747014, 0.00029011134587171117, 1.6098422914903392e-05, -0.0010194654604277146, -0.00110723104353484, -0.00011338690247696988, -0.001061392517283852, 0.0012893377803138322, -0.0003704186439607851, -0.0012637904049478017, -0.0008478087202262391, 0.0012751255916502115, -0.002189657372553011, 0.0015440752160896655, -0.0010649475816636325, 0.0007453839556811667, -0.0002513685493265371, -0.002210391855514738, -0.00040014256548110734, -0.00017319170068189944, -0.0013543641331517791, -0.001040504909450714, 0.0017083247469427297, 0.0007170051490492098, -0.000113335646906223, 0.0007948598853146304, 0.0004085104305736336, -0.00020181083083959143, 0.0009186004606655777, -0.0001445757797281034, -5.652824513620019e-05, -0.0014613703606547806, -0.0003288520265474558, 0.0017470821189607265, -0.000525877340130398, -0.00041864115024567216, -0.0014019984382090673, -0.0016289155605216392, -0.00011630865339156786, 0.00017058610567840927, -8.823802202476122e-05, 0.0008197835713451691, 0.0012702987656138893, -0.0007561945681205519, 0.00012493618892472309, -0.0005050062367744244, 0.0006414506784418502, -0.0002804530140485321, -0.0002923527420792756, -0.0009973513865586764, 0.0037665032842330924, 0.002260875753726875, 0.001989568006267747, -0.0005650223839785321, -0.0003867304771934845, 0.0006228202412431095, 0.0007771318762502767, 0.0001391816616172741, -0.0001397139275235946, -0.00031714585935717723, -0.0006463117936320348, -0.0011222565361561725, -0.00013541845396021154, -0.0006217051769460034, -0.0014655965154141068, 0.0018066770352311626, -0.0010537003306298708, -0.00030933676598998347, 0.00038918222075728145, -0.0008356865485200407, -0.0014611166501642503, 0.0005547834682895699, -0.0011473669061616652, -6.345168992078981e-05, 0.0003359313504316719, -0.0019197525056522888, 0.002864291908663464, 0.00012716869453492633, -0.00030259377015565283, 0.0002381222428248336, -0.001430940505969807, 0.0009448905340217089, -0.0007937778299718424, 0.00035656433085888887, 0.0006777168830159686, 0.001594475213060891, -0.0005288644671128819, -0.0016554995052627047, -0.0019640959096558688, -0.00012944236616447072, -0.000840549042565329, 0.00021910129135820268, 0.0002530663133588435, 0.0022396046918744454, -0.0001719749539492133, -2.948565931323611e-05, -0.0016597648123094972, -0.0006264073941797846, 0.0007105105455960859, -0.0007805483912314501, -0.00040834886659856336, -0.0009534700162239782, -0.0017757893612061122, 0.0016746556135409292, 0.0012804103252361293, 8.669027231553945e-05, 0.0005523425478094877, 0.000775958132849734, -0.0007652613026471491, -0.00037587575764146174, -0.0015855102526614007, -4.179744912367225e-05, -5.7965051564318785e-05, 0.0005500875777720407, 0.0019171971576125973, -0.0009889110886317383, 0.000692018287547784, -0.0009698580451262212, -0.0005221587897352292, -0.0012880998493534496, -0.0012501197465180477, 0.002287523607471159, -0.0005903050423872363, -6.186900225291884e-05, 0.0010662463041148835, -0.0027738480121977807, 0.0003513261765751839, -0.0010310965322469418, -0.00040430288571487833, 0.0005961791726727732, 0.0017079558718782633, -0.0004008741722768933, -0.0009704699027710752, 0.00037122764189815655, 0.002596368771011701, -0.0002477404984811009, 0.0005281382735999562, 6.38954804552805e-05, -0.0014664076187748674, 0.0007349331373618056, -0.0013435806579261474, -0.0009720259082008907, -0.0004899164683837183, 0.0010161380696231937, 0.00023525422315250207, -0.0013382823539923477, -0.00019510469500423904, 0.00180073551514591, 0.00023344597429678847, 0.0013289181755927622, -0.00020863057249270598, 0.0015352954760825223]	200	3	200	50	5	2486	10000	1	5	0	5000	1	5	0	5000
/Users/beichenberger/Downloads/20190705_FISH/ATF4_As_9_w3conf561.stk	4	35902	606.69090858448	272.3984407712019	1	606.69090858448	272.3984407712019	1	0.868003736049296	[-0.00010125358844697241, -0.00035654959650342316, -0.0016694363583671362, 0.00014872274718003237, 0.0011415767439307844, 0.0013302749278624605, -5.1009824084528175e-05, 0.0006954751828021407, -0.0012875317170482376, 1.301075771988449e-05, 0.0005591969683392099, 0.0016403086844563944, -0.0019579546929561604, 0.0005922746908407031, 0.00016981219930175195, 0.00028745045605152, 0.00026840957011953947, 0.0005326430272161703, -0.00045401694246048944, 7.532254430465966e-05, -0.0007026170165517374, -0.0007924032856518831, -0.0003796985797395612, 0.00010260480820316665, 0.001391219722959589, 8.188595636503715e-05, 0.000686879106962624, 0.00014780808063301015, 0.0007175829668767393, -0.0008432824761170836, -3.259927962572438e-05, -0.00024292678017472783, 0.0010029022356529268, 0.0005309755194066259, 0.00024181413994513854, 0.001001116909401098, -0.0005370382726869368, 0.0012444902186350972, 0.000580768506561341, -0.00176933796119334, -0.0002057555221378069, -0.0006859732582485276, 0.00027524688185568986, 0.000272791921334114, -0.0010857789456142053, -0.00015794329521237575, -0.00040793053581662884, 0.0004509175036634024, 0.0011381712356177218, 0.0009444043790251488, 0.0027440258625226525, -0.0011458036679986923, -0.0010364264247142145, 0.00028436883264727574, 0.0008758777908669097, 0.0013014576453606872, 2.724039823753517e-06, -0.001786856809859269, 0.0007940616867910164, -0.000911743083985723, 0.0012890875372845128, 0.0005928842523647443, -0.00076601844524792, -0.00034298688937928873, -0.0006839432376047859, 0.0009919473385739612, 5.2418680542031296e-05, -9.249931686561759e-05, 0.0002332821533272086, 0.0024234826561885434, -0.0008910416877408454, -0.0015204436271089678, 0.0008703011947757106, 0.00014797826040531, -0.0008586341390357179, 0.0006918293017598189, 0.000449702053756056, -0.00024033461095145857, 0.000903141116836408, 0.0007550303099447045, 0.0015830901217181539, 0.0014477355659124154, -0.0009388385735813459, -0.0009515484744266739, 0.0003215003401074646, -0.0022357129758691927, 0.0006148315354474423, -0.000873695760078367, -0.0018957443046755315, 9.027660881014808e-05, 0.00036638505204767454, -0.0007635182843858704, 0.001504488582583182, 0.0016123740620391958, 0.00086899616165202, -0.0003226627584790423, -0.0011035613939024632, 0.0006055927308217656, -5.1862210731519785e-05, 0.0016931179741471603, 0.000501382473936045, 0.0008581433331981325, -0.0015773906499191059, 0.0017577226834282617, 0.0024087237749713967, -3.688809407221175e-07, 9.45392581706611e-06, -0.0018080694538903336, -0.0017990101535827051, 0.0015604722670063407, -0.00027369433692742866, -0.0012006042850106506, -0.0007714068555474146, -0.0002156997659810046, 0.0010039491843151912, 0.0003968260426078171, -0.00037201662002091376, 0.0003214750695530027, 0.0018704571664683518, 0.00020904495036800876, 0.00010587261188604413, 9.099369962254283e-05, 0.0001892921508991856, 0.0005889662537193708, -0.0018635485337893224, 0.0006765736309796873, -0.0007220092215031946, -0.0012360228663303022, 0.0010643653795783803, -0.0004156971194666277, -0.00015501232507696188, -0.0019274930695905026, -0.0010981526505344495, -0.0010736748132573442, 0.001985351369079423, 0.0002341230137238861, 0.0013344323673274987, -0.002001447382643869, -0.0014070729005015617, 0.001012663541826918, 0.0004186505207144177, -0.0027475857900064455, 0.001472433562745081, 0.00041286965112895827, -0.0009046384722376593, -0.0014317826524746205, 0.0003866802883005836, 8.487865597432997e-05, -0.0007733147905838624, 0.0017966944780076059, -0.001687767554265883, -0.0015156171855467673, -6.98872389033701e-05, 0.00016796869682200814, 0.0013465985288952484, -0.0016231153993416742, 0.0013764442036137518, -8.45202578269427e-05, 0.0021618488835393485, 0.0006860522633582725, 0.0006077508481622095, -0.0005257218001331351, 0.0005523880607716619, 0.0007024982878836998, -0.00029804601217396133, -0.0025263317365997033, -0.001360038251316277, -2.2152425871871934e-05, -0.0017378345718907292, 0.0003695882923795359, 0.0006563426801398699, 0.0004931323981465805, 0.0005098297385268878, -0.0008774211150252947, -0.0005747473679073164, 0.002075226856261749, 0.0003083844645620996, -0.0008591941622073708, -0.002010207125788019, 0.0018997483277263464, -0.0009547996399808769, -0.0008258199017115192, -0.0010858716133968279, 0.0006892815154124611, -0.0007027788745348016, -0.0001527950124027665, 2.555595035572193e-05, 0.0020842979934562133, 0.0002318285269453843, -0.0007773264870172157, 0.0003686239021881659, -0.0006095752111868757, -0.00028393334759178456, -0.0007917020155036113, -0.00040684210355277934, -0.0004618538880101301, -0.000297468887643704, 0.002314195377603872, -0.0008253530259017001, -0.0009237396925040033]	200	3	200	50	5	2486	10000	1	5	0	5000	1	5	0	5000
/Users/beichenberger/Downloads/20190705_FISH/ATF4_As_9_w3conf561.stk	13	23069	457.1952837140752	388.4049536297296	1	457.1952837140752	388.4049536297296	1	0.9371912594047083	[-0.00011353336915406528, 0.00011784438334475079, 0.00022167341770245187, -0.0002299683749827811, -0.0006833869094403723, -0.0012431468087420938, -0.0017823352502202088, -0.0011401420369534729, -0.001539019862723564, 0.000973228175080683, -0.0002671351886013239, -0.0006490914865499434, 0.002003117480353868, 0.0004347167371088035, 0.0009604814649462861, 0.0010345501976009282, -0.0006178807313770473, 0.000367023863927195, -0.0007856312988972358, -2.5104597073114622e-05, 5.206812300116461e-05, -0.000677163496727992, -0.0018811397041038152, 0.0004687976576398228, -0.0006721460806434448, 0.00027144165908427455, -0.0007344889079246382, -0.0007295431894013061, 0.001045464890148547, 0.0004215043327101618, -0.00010166735121869692, 0.0011802444003588724, 0.0011630932721885645, -0.0016830265521111571, -0.0014009706181491042, 0.0014111676300323163, -0.0008060023774214748, 0.0008224678634333978, 0.0004894248116602657, -0.0009009567903327408, -0.000732911346914579, -0.0014342431969766962, -0.0002161732400688391, -0.0004645746822584067, 0.000809663596686416, -0.0009029141802642771, 0.0008410646419809443, 0.0009233051614185024, -0.0008710797028192062, 0.001492052934976058, -0.0007024119145520784, 0.0003622755373048612, 0.0006521423016151657, 0.0005241880128383734, 0.0008822378430501295, -0.0007668970284695693, -0.000429536085881979, -0.0007846167730394687, -0.0007915856489803196, 0.00029574071926804265, -0.0002631310014500972, -0.0005977831071366098, -0.00070943364240026, -0.00037047652570069577, 0.00016303702160781324, -0.001246107159543044, -0.00045898567132020003, -0.0013540074186294841, 0.0003389904394875459, 0.0010498237190540247, -0.0008578393921841682, -0.0004666582048007512, -0.000558123399009747, 7.493952875245485e-05, 0.00021896280088437808, 0.001272411114418318, 0.002306016152956874, -0.0007285844760163473, 0.0005480395088672349, -0.000600526469060922, -0.00016767603831198928, 0.0004149001519241252, 0.00019916429214321489, 9.281371466335797e-05, -0.001313069300769061, 6.223023265231539e-05, 0.0007610454321279454, -0.0006152781170604034, 0.00022521166014886578, -0.00166619524550976, -0.00014646006270349995, -0.00039524558236013664, -0.00021728608174407388, -0.0012733336107581526, 0.0006621229044537237, -0.00031908812157675336, -0.00046511087554678256, 0.00018172702666241153, -0.0011184144738438872, 0.0014039224107966427, -2.701005386740072e-06, -0.0015096808199698678, 0.0005818030138478113, 0.0017940176162573626, 0.0010466896519314998, 0.0007684565682499072, -0.0006306885490137109, -0.00045976004254739234, -0.0005024322110050855, -0.0006097325575633681, 0.000578587052654602, -0.00019857627399479748, 0.0009656098888192906, 5.555693920964205e-05, -0.00039530811200715244, 0.00013472374770518287, 0.0002976734408021444, 5.5702874515126875e-05, -0.00047584948153157625, 9.942488989710815e-05, 2.0777575669620786e-05, -0.0016424879674795112, -0.0010538061073822806, 0.00013158569142193802, -0.00018718162101401535, 0.0009821884919280627, -0.0002147719981735732, -0.0003946761430843667, -0.0004048418930682619, -0.0010345285687197708, -0.00048819898395689384, -0.0002656957902943634, 0.001239667090441321, -0.000197763156031672, -0.0010419916623184149, 0.0006056425781717661, -0.00019492357125761367, -0.0006498612604035745, 0.0002679427536980254, -0.0013547993296418063, 0.0003061508008736664, -0.002029037274167415, -0.0007043213182790339, 0.0015129927372315526, -0.001136240092170284, 0.00039893801725491315, 0.0007154247372425532, 0.00013070821917326439, -0.0009055638237446861, -0.0006677507768558942, 5.54330695083861e-05, -0.000810888965134271, -0.0008266890647462279, -0.0006561028926683854, -0.00012749426890109055, -0.0013298452868345271, -0.0009354977881035032, -0.0006138372697757835, 0.0006710732036777705, -0.0016135593521199407, -0.0007805378025412695, -0.00031784651766458816, 0.0018123795620367316, 0.0002705693477004889, -0.00037163596721298493, 0.0007466262887240335, 0.0009543126125037924, -0.0008416060750850075, 0.0010596802375279647, -0.0006760558069733234, 0.0010245555879783365, -0.0010438293684841482, 0.0026299712973498496, -0.0007205891782900372, 0.0014901689330796652, 0.0015258337471897873, -8.963090846653748e-05, -0.0009467222667080756, -0.0023727213495409985, 0.000792796432360104, 0.0007758601822100677, -9.372712358774498e-05, 0.001455895396907334, 0.0008216068397644493, 0.000984410803274972, 0.0016985883053904302, 0.00017312781830292734, -0.0005135027491498369, 0.0008614053277515521, 0.00012945765306595242, -0.002525241891770782, -0.0014838336166002383, -0.0007262809414217593, 0.00022283310071102678, -0.0011405082258074666, 0.000676204963777106, -0.000997000807610855, -0.0006367309826275859, -0.0009345956653460104, 0.00023729180478276684]	200	3	200	50	5	2486	10000	1	5	0	5000	1	5	0	5000
